d_artois;Artois;Artois;Artois;;Artois;;;;;;;;;x
d_artois_adj;Artois;Artésiens;Artois;;Artois;;;;;;;;;x
k_artois;Artois;Artois;Artois;;Artois;;;;;;;;;x
k_artois_adj;Artois;Artésiens;Artois;;Artois;;;;;;;;;x
e_artois;Artois Empire;Artois;Artois;;Artois;;;;;;;;;x
e_artois_adj;Artois;Artésiens;Artois;;Artois;;;;;;;;;x
d_boulogne;Boulogne;Boulogne;Boulogne;;Boulogne;;;;;;;;;x
d_boulogne_adj;Boulognian;Boulonnaise;Boulogner;;Boloñés;;;;;;;;;x
k_boulogne;Boulogne;Boulogne;Boulogne;;Boulogne;;;;;;;;;x
k_boulogne_adj;Boulognian;Boulonnaise;Boulogner;;Boloñés;;;;;;;;;x
e_boulogne;Boulognian Empire;Boulogne;Boulogne;;Boulogne;;;;;;;;;x
e_boulogne_adj;Boulognian;Boulonnaise;Boulogner;;Boloñés;;;;;;;;;x
d_guines;Guînes;Guînes;Guînes;;Guînes;;;;;;;;;x
d_guines_adj;Guinesian;Guînoise;Guineser;;Guinense;;;;;;;;;x
k_guines;Guînes;Guînes;Guînes;;Guînes;;;;;;;;;x
k_guines_adj;Guinesian;Guînoise;Guineser;;Guinense;;;;;;;;;x
e_guines;Guinesian Empire;Guînes;Guînes;;Guînes;;;;;;;;;x
e_guines_adj;Guinesian;Guînoise;Guineser;;Guinense;;;;;;;;;x
d_yperen;Ieper;Ieper;Ieper;;Ieper;;;;;;;;;x
d_yperen_adj;Yperenian;Yproise;Ypern-;;Ypereniano;;;;;;;;;x
k_yperen;Ieper;Ieper;Ieper;;Ieper;;;;;;;;;x
k_yperen_adj;Yperenian;Yproise;Ypern-;;Ypereniano;;;;;;;;;x
e_yperen;Yperenian Empire;Ieper;Ieper;;Ieper;;;;;;;;;x
e_yperen_adj;Yperenian;Yproise;Ypern-;;Ypereniano;;;;;;;;;x
d_brugge;Brugge;Brugge;Brugge;;Brugge;;;;;;;;;x
d_brugge_adj;Bruggian;Brugeoise;Brügger;;Brugense;;;;;;;;;x
k_brugge;Brugge;Brugge;Brugge;;Brugge;;;;;;;;;x
k_brugge_adj;Bruggian;Brugeoise;Brügger;;Brugense;;;;;;;;;x
e_brugge;Bruggian Empire;Brugge;Brugge;;Brugge;;;;;;;;;x
e_brugge_adj;Bruggian;Brugeoise;Brügger;;Brugense;;;;;;;;;x
d_gent;Gent;Gent;Gent;;Gent;;;;;;;;;x
d_gent_adj;Gentian;Gantoise;Genter;;Gantés;;;;;;;;;x
k_gent;Gent;Gent;Gent;;Gent;;;;;;;;;x
k_gent_adj;Gentian;Gantoise;Genter;;Gantés;;;;;;;;;x
e_gent;Gentian Empire;Gent;Gent;;Gent;;;;;;;;;x
e_gent_adj;Gentian;Gantoise;Genter;;Gantés;;;;;;;;;x
d_hainaut;Hainaut;Hainaut;Hainaut;;Hainaut;;;;;;;;;x
d_hainaut_adj;Hainautian;Hainautoise;Hainautischer;;Hainautianés;;;;;;;;;x
k_hainaut;Hainaut;Hainaut;Hainaut;;Hainaut;;;;;;;;;x
k_hainaut_adj;Hainautian;Hainautoise;Hainautischer;;Hainautianés;;;;;;;;;x
e_hainaut;Hainautian Empire;Hainaut;Hainaut;;Hainaut;;;;;;;;;x
e_hainaut_adj;Hainautian;Hainautoise;Hainautischer;;Hainautianés;;;;;;;;;x
d_holland;Holland;Holland;Holland;;Holland;;;;;;;;;x
d_holland_adj;Hollander;Hollandaise;Holländischer;;Holandés;;;;;;;;;x
k_holland;Holland;Holland;Holland;;Holland;;;;;;;;;x
k_holland_adj;Hollander;Hollandaise;Holländischer;;Holandés;;;;;;;;;x
e_holland;Hollander Empire;Holland;Holland;;Holland;;;;;;;;;x
e_holland_adj;Hollander;Hollandaise;Holländischer;;Holandés;;;;;;;;;x
